NW_003336501.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA47	37662
NW_003335408.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA573	18932
NW_003336970.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA155	14664
NW_003334506.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA830	1008
NW_018394359.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA304	2223
NW_018394360.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA651	7463
NW_018394361.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA494	11096
NW_003337174.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA290	9870
NW_003336810.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA676	15807
NW_003336237.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA897	14032
NW_003336337.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA965	86421
NW_003336871.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA561	16564
NW_003336801.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA153	29197
NW_008805585.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1031	42677
NW_008805582.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1026	71715
NW_018394362.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA152	4964
NW_003335050.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA689	12275
NW_003337261.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA838	30275
NW_003336473.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA890	17546
NW_018394363.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA637	10999
NW_003334114.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA476	3423
NW_003336315.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA248	17408
NW_018394364.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA728	18193
NW_008805397.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA284	11016
NW_003337217.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA391	25636
NW_008805564.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA949	9878
NW_008805476.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA62	15280
NW_018394365.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA339	7329
NW_003336830.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA420	45008
NW_003336095.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA148	14795
NW_003337179.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA813	24865
NW_003334233.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA41	8488
NW_003336980.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA14	16275
NW_008805538.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA834	8572
NW_003336573.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA628	34295
NW_003337031.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA55	1872
NW_008805516.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA769	14930
NW_003336488.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA630	13800
NW_003334261.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA964	19604
NW_003336995.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA858	16171
NW_003336489.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA385	17727
NW_018394366.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1015	33679
NW_003335800.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1024	31983
NW_003336826.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA940	51696
NW_003337014.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA238	33401
NW_003336377.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA608	12261
NW_003337187.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA833	7348
NW_003336900.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA495	13999
NW_003337197.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA49	34431
NW_008805366.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA180	8794
NW_003337265.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA803	18479
NW_008805490.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA667	20509
NW_003336924.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA910	16505
NW_018394367.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA169	1668
NW_003337042.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA668	15747
NW_003336349.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA274	17117
NW_003336239.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA258	22553
NW_003334988.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA686	28440
NW_008805441.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA478	18676
NW_003337207.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA746	8176
NW_003334619.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA104	42229
NW_003337109.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA172	73829
NW_003336747.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA912	26604
NW_003335276.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA436	20846
NW_003334281.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA546	22266
NW_003336693.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA410	2866
NW_003336558.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA869	650
NW_018394368.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA424	3381
NW_008805445.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA493	70868
NW_003334263.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA279	92930
NW_003337162.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA544	11735
NW_003336345.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA125	27700
NW_003336979.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA328	5952
NW_003336912.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA433	80234
NW_003336894.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA605	42860
NW_008805567.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA94	27947
NW_003337034.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA820	14586
NW_003336372.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA959	22486
NW_003335242.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA343	8612
NW_008805401.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA305	36729
NW_018394369.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA26	1917
NW_003336064.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA451	46800
NW_018394370.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA716	4867
NW_003334395.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA456	29177
NW_003334672.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA312	89521
NW_008805527.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA799	25362
NW_018394371.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA656	12653
NW_003336410.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA703	9245
NW_003336484.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA499	49373
NW_018394372.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA116	11444
NW_008805388.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA261	1146
NW_003337189.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA564	24004
NW_003336941.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA136	40089
NW_003337234.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA3	20749
NW_003336465.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA275	10166
NW_003336414.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA77	25381
NW_008805347.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1037	108577
NW_003336781.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA878	21602
NW_008805443.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA483	27511
NW_003337127.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA685	13297
NW_003337161.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA766	33835
NW_003335250.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA311	6703
NW_003336740.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA995	9590
NW_003336729.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA843	11840
NW_003337037.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA395	103967
NW_003336388.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA567	2052
NW_008805543.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA849	14319
NW_003336986.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA159	14151
NW_003336884.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA629	12247
NW_003336766.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA720	10057
NW_018394373.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA822	12102
NW_003335359.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA942	149650
